text,label,type
I love your dressing sense,Not-Bullying,
Wonderfully killer,Not-Bullying,
Pretty stunning shot,Not-Bullying,
killed boys,Bullying ,Threat
good day,Not-Bullying,
Fire him,Bullying ,Threat
The photo feels super!!!,Not-Bullying,
Your photo is so stylish!,Not-Bullying,
Makeup n styling on point you look gorgeous ,Not-Bullying,
Gorgeous. Total queen vibes,Not-Bullying,
This is beyond amazing,Not-Bullying,
How very insightful this is.,Not-Bullying,
girl,Not-Bullying,
you look adorable,Not-Bullying,
Its always a treat to see your pictures,Not-Bullying,
Prettiest babes,Not-Bullying,
Look wow n beautiful,Not-Bullying,
Looking AmaZing Darling,Not-Bullying,
Prettiest Picture,Not-Bullying,
Iâm touching myself right now.,Bullying ,Sexual 
Such a pretty look,Not-Bullying,
"Babe, you kinda turn me on a lot.",Bullying ,Sexual
Cutest girl on planet,Not-Bullying,
I miss your smell and your taste,Bullying ,Sexual
Sucha beautiful look,Not-Bullying,
Do you think about doing me daily,Bullying ,Sexual
Eyes like pearls,Not-Bullying,
Talk dirty to me.,Bullying ,Sexual
Awesome smile,Not-Bullying,
"Kiss me, squeeze me caress me.",Bullying ,Sexual
Loose hairs look sensual,Not-Bullying,
Threesome sex,Bullying ,Sexual
Be your own kind of beautiful,Not-Bullying,
Doing sex ,Bullying ,Sexual 
You're a gem,Not-Bullying,
Beauty is power; a smile is its sword,Not-Bullying,
Toke mor mere uraia debo,Bullying ,Threat
I'll always have your back,Not-Bullying,
This one is awsm,Not-Bullying,
Fuck of pussy,Bullying,Sexual
I miss your smile,Not-Bullying,
I love this look on you!,Not-Bullying,
I can still taste you on my lips.,Bullying ,Sexual
You're too pretty,Not-Bullying,
You have my heart,Not-Bullying,
I love talking to you,Not-Bullying,
Totally the inspiration I needed in my life,Not-Bullying,
You look super cute!,Not-Bullying,
I won the jackpot with you,Not-Bullying,
I just love how you carry every look,Not-Bullying,
Iâm in awe of your beauty,Not-Bullying,
You deserve the most beautiful things,Not-Bullying,
All-time favorite,Not-Bullying,
You're an amazing friend,Not-Bullying,
The word addiction meant very shortly before seeing you. Now it seems less.,Not-Bullying,
The best thing I can do is block it because ignoring it is not even an option.,Not-Bullying,
"The times I used to think that the mountains are beautiful. Now I see you, even the snow does not compare.",Not-Bullying,
There is nothing that can prevent you from being the best.,Not-Bullying,
Beauty is for children. You are much more than that.,Not-Bullying,
"Each flower withers, but you wont.",Not-Bullying,
I wish the keyboard had enough letters to define you.,Not-Bullying,
"People grow old, they grow up beautiful.",Not-Bullying,
Killed people,Bullying,Threat
Yours are the eyes that my eyes expected to see.,Not-Bullying,
Are you a driver Because you're driving me crazy with those looks.,Not-Bullying,
No one justifies the term Beauty better than you.,Not-Bullying,
I cant believe how someone so beautiful can exist on this planet.,Not-Bullying,
"Simply praising your beauty would not be enough, worshiping you, yes.",Not-Bullying,
members of her family have received death threats,Bullying,Threat
Your personality speaks louder than your beauty and is crazy.,Not-Bullying,
he has received numerous death threats,Bullying,Threat
This aspect of yours definitely deserves a round of applause.,Not-Bullying,
they made threats against my family,Bullying,Threat
"Usually, people get older, but you are becoming beautiful.",Not-Bullying,
"You seem to be growing when it comes to beauty, which is amazing.",Not-Bullying,
Thank you for spreading your positive vibes out there.,Not-Bullying,
"You look, beautiful girl , did anyone tell you that?",Not-Bullying,
This is the best I've found so far.,Not-Bullying,
"Beauty is just a word, you justify better.",Not-Bullying,
Iam running out of words to fix your beauty well.,Not-Bullying,
I dont know where to start praising you.,Not-Bullying,
It has been a pleasure to see beauty.,Not-Bullying,
I dont believe if something so beautiful also exists.,Not-Bullying,
I am amazed at your beauty.,Not-Bullying,
"The class surpassed beauty, again.",Not-Bullying,
"People praise beauty, I praise your personality.",Not-Bullying,
"Praising that it will not be justified, you can worship",Not-Bullying,
I loved your photo three times.,Not-Bullying,
"Personality speaks louder than beauty, and also yours.",Not-Bullying,
"I tried many combinations of words to praise you well, every time I ended up dissatisfied.",Not-Bullying,
"I said 360 degrees, I saw nothing better than you.",Not-Bullying,Threat
"There were many occasions when I thought about what was better, and then I realized that nothing is better than a beautiful heart .",Not-Bullying,
I tried many things but I always fail,Not-Bullying,
Motherchod. Fuck of you!,Bullying ,Threats 
The police have to take any terrorist,Bullying ,Threats 
It is hoped that the kidnappers will not carry out their threat to kill the hostages.,Bullying ,Threats 
"Your talent shines brighter than the stars .""",Not-Bullying,
"""I can feel the passion in every move you make.""",Not-Bullying,
"""You've got a gift that's meant to be shared with the world.""",Not-Bullying,
"""This is pure artistry in motion.""",Not-Bullying,
"""You make it look so effortless; that's true talent!""",Not-Bullying,
"""Your positivity is contagious; keep spreading it!""",Not-Bullying,
"""Every video you create is a masterpiece.""",Not-Bullying,
"""Your smile is the best part of this video. """,Not-Bullying,
"""I'm always excited to see what you'll share next!""",Not-Bullying,
"""You're an inspiration to us all. Keep shining!""",Not-Bullying,
"""The world needs more people like you.""",Not-Bullying,
"""Your energy is so uplifting. Thanks for brightening my day!""",Not-Bullying,
"""You're proof that hard work pays off.""",Not-Bullying,
"""I love how you express yourself. It's captivating!""",Not-Bullying,
"""Your content is a ray of sunshine on my feed.""",Not-Bullying,
"""You're not just creating videos; you're creating memories.""",Not-Bullying,
"""Your creativity knows no bounds.""",Not-Bullying,
"""Keep following your dreams; you're on the right path.""",Not-Bullying,
"""You've got a heart of gold, and it shows in your videos.""",Not-Bullying,
"""You make TikTok a better place. Thanks for being you!""",Not-Bullying,
Your smile is enough to make anyone's day.,Not-Bullying,
May all your dreams and desires come true.,Not-Bullying,
It is what you can call real love.,Not-Bullying,
"From every angle, you're looking perfect.",Not-Bullying,
Such a perfect picture.,Not-Bullying,
"Wow, what a masterpiece.",Not-Bullying,
I just can't stop myself from praising you.,Not-Bullying,
Such a super cute pic this is.,Not-Bullying,
Looking so great. Stay cool.,Not-Bullying,
Thats how a real gentleman looks.,Not-Bullying,
"You doing such a noble work, so proud of you.",Not-Bullying,
This pic is lit. Impressed.,Not-Bullying,
Never knew about your hidden talents.,Not-Bullying,
You're one of the best people I know on Facebook.,Not-Bullying,
Very fit and fine-looking.,Not-Bullying,
Love this pic. You did a great job.,Not-Bullying,
"Excellent, You're the boss.",Not-Bullying,
You've such a bright character.,Not-Bullying,
Your smile is enough to make anyones day.,Not-Bullying,
"From every angle, you are looking perfect.",Not-Bullying,
I just cant stop myself from praising you.,Not-Bullying,
Iâm very impressed with your energy level.,Not-Bullying,
Creatively on the next level.,Not-Bullying,
"Oh, I cant handle such a level of cuteness.",Not-Bullying,
Your posts are the best thing to watch in the morning.,Not-Bullying,
How come your every post is so perfect!,Not-Bullying,
"Well, for a post like this one; the Like button is not enough.",Not-Bullying,
Looks a lot different than you used to. You look great.,Not-Bullying,
"Wow, Iâm blown away by your sense of style.",Not-Bullying,
"You know, what is beautiful about this pic? Everything.",Not-Bullying,
This post completely changed my perspective of you.,Not-Bullying,
You are the next Facebook start. Rock on.,Not-Bullying,
"How can you be so perfect, thats illegal.",Not-Bullying,
Such a great picture to make someone feel jealous.,Not-Bullying,
Its really hard to take your eyes off of this picture.,Not-Bullying,
"With a complete makeover, you just leave us speechless.",Not-Bullying,
"No matter what you wear, you look perfect in all.",Not-Bullying,
Looking very handsome/beautiful.,Not-Bullying,
You âre such a nice person I would like to meet one day.,Not-Bullying,
Your beauty is beyond any compliments and appreciation.,Not-Bullying,
No single emoji or essay is enough to describe your nature.,Not-Bullying,
Others may try to compare you but you âre unique.,Not-Bullying,
Always stay so perfect and enjoy life.,Not-Bullying,
Such an amazing profile picture you have.,Not-Bullying,
"Love the energy, you âre rocking the world.",Not-Bulllying,
How come your DP is so perfect in everything?,Not-Bulllying,
You âre looking so hot/cool.,Not-Bulllying,
"Send me nudes.""",Bullying,Sexual
I can't stop thinking about your body.,Bullying,Sexual
You're so sexy; I want you.,Bullying,Sexual
I'll make your life hell if you don't do what I say.,Bullying,Sexual
I bet you'd be great in bed.,Bullying,Sexual
You're asking for it with those pictures.,Bullying,Sexual
"I'm watching you, even when you don't know it.",Bullying,Sexual
I want to see what's under those clothes.,Bullying,Sexual
You're such a tease.,Bullying,Sexual
You'd be so much prettier if you smiled more.,Bullying,Sexual
You owe me something for all the attention I've given you.,Bullying,Sexual
I'll share those pictures if you don't do what I want.,Bullying,Sexual
I can't control myself around you.,Bullying,Sexual
You should wear more revealing clothes.,Bullying,Sexual
You're so hot; it's distracting.,Bullying,Sexual
I can't help but touch myself when I think about you.,Bullying,Sexual
You should be flattered by all the attention.,Bullying,Sexual
I can make your dreams come true if you let me.,Bullying,Sexual
You're such a prude.,Bullying,Sexual
I'll make sure you regret saying no.,Bullying,Sexual
I know where you live.,Bullying,Sexual
You're such a frigid bitch.,Bullying,Sexual
You can't say no to me.,Bullying,Sexual
"I'm going to make you mine, one way or another.",Bullying,Sexual
You're just playing hard to get.,Bullying,Sexual
I'll expose you if you don't do as I say.,Bullying,Sexual
You're just a piece of meat to me.,Bullying,Sexual
"You're leading me on, whether you admit it or not.",Bullying,Sexual
You should be grateful for my attention.,Bullying,Sexual
You're so uptight; loosen up a bit.,Bullying,Sexual
I'll show everyone those pictures if you don't comply.,Bullying,Sexual
I can't control my desires when I see you.,Bullying,Sexual
You're just asking for trouble.,Bullying,Sexual
You'll regret rejecting me.,Bullying,Sexual
I'll make sure you pay for saying no.,Bullying,Sexual
You're just a toy to me.,Bullying,Sexual
You can't escape me.,Bullying,Sexual
You should have known better than to trust me.,Bullying,Sexual
I'll make you sorry for crossing me.,Bullying,Sexual
You can't resist me; nobody can.,Bullying,Sexual
"Send me explicit photos, or I'll share your secrets.""",Bullying,Sexual
You should be flattered by my attention.,Bullying,Sexual
I won't stop until you give in to my advances.,Bullying,Sexual
"Don't be such a prude, loosen up.",Bullying,Sexual
I'll make your life miserable if you don't do what I want.,Bullying,Sexual
Your body is mine to comment on whenever I want.,Bullying,Sexual
"I bet you enjoy the attention, don't you?",Bullying,Sexual
"If you don't send nudes, I'll ruin your reputation.",Bullying,Sexual
"You can't escape my messages, no matter what you do.",Bullying,Sexual
I'll keep sending you explicit content until you respond.,Bullying,Sexual
You must like the way I talk to you.,Bullying,Sexual
I'm entitled to your body.,Bullying,Sexual
You're just a tease.,Bullying,Sexual
"I don't care if you said 'no,' I know you want it.",Bullying,Sexual
You can't escape my advances.,Bullying,Sexual
I'll follow you online and offline until you give in.,Bullying,Sexual
You're the one who made me send those messages.,Bullying,Sexual
Your clothes are so revealing; you're asking for it.,Bullying,Sexual
You're worthless and should just die.,Bullying,Vocational
I can't believe anyone would be friends with you.,Bullying,Vocational
Nobody cares about you or your problems.,Bullying,Vocational
You're a waste of space.,Bullying,Vocational
You're too stupid to understand anything.,Bullying,Vocational
You're a burden to everyone around you.,Bullying,Vocational
"You're a freak, and no one likes freaks.",Bullying,Vocational
I'm going to ruin your life.,Bullying,Vocational
You'll be alone forever.,Bullying,Vocational
"You're a joke, and everyone's laughing at you.",Bullying,Vocational
You're disgusting.,Bullying,Vocational
I hope you suffer.,Bullying,Vocational
You're such a crybaby.,Bullying,Vocational
You're just looking for attention.,Bullying,Vocational
Nobody believes a word you say.,Bullying,Vocational
You're so annoying.,Bullying,Vocational
I can't stand being around you.,Bullying,Vocational
You're a loser with no friends.,Bullying,Vocational
You'll never be as good as me.,Bullying,Vocational
You're a failure in everything you do.,Bullying,Vocational
You're so pathetic.,Bullying,Vocational
I can't wait to see you fail.,Bullying,Vocational
You're such a disappointment.,Bullying,Vocational
You're delusional if you think anyone likes you.,Bullying,Vocational
You're just a waste of oxygen.,Bullying,Vocational
No one will ever love you.,Bullying,Vocational
You're a freak of nature.,Bullying,Vocational
You're a monster.,Bullying,Vocational
"You're just a burden to everyone around you.""",Bullying,Vocational
Why do you even exist?,Bullying,Vocational
Nobody wants you here.,Bullying,Vocational
You're such a failure at everything.,Bullying,Vocational
I can't believe how dumb you are.,Bullying,Vocational
You're hopeless.,Bullying,Vocational
You'll never achieve anything in life.,Bullying,Vocational
I'm going to make sure you regret ever crossing me.,Bullying,Vocational
You're so weak and helpless.,Bullying,Vocational
You're such a coward.,Bullying,Vocational
You're just a crybaby.,Bullying,Vocational
I'm going to expose all your secrets.,Bullying,Vocational
You're so gullible.,Bullying,Vocational
You're just a waste of space.,Bullying,Vocational
You're never going to fit in.,Bullying,Vocational
You'll always be an outcast.,Bullying,Vocational
I'm going to make sure everyone knows how pathetic you are.,Bullying,Vocational
You're so easy to manipulate.,Bullying,Vocational
You'll never have any real friends.,Bullying,Vocational
You're just a reject.,Bullying,Vocational
I'm going to humiliate you in front of everyone you know.,Bullying,Vocational
"You're such a loser, it's laughable.",Bullying,Vocational
You're just a burden to society.,Bullying,Vocational
I can't stand to be around you.,Bullying,Vocational
You're never going to be happy.,Bullying,Vocational
You're such a disappointment to your family.,Bullying,Vocational
You're just a troublemaker.,Bullying,Vocational
You're so unimportant.,Bullying,Vocational
You're never going to make it in this world.,Bullying,Vocational
"You're just a reject, plain and simple.",Bullying,Vocational
You're such a waste of time.,Bullying,Vocational
"You're so worthless, it's unbelievable.",Bullying,Vocational
You're just an annoyance to everyone.,Bullying,Vocational
You'll always be on the outside looking in.,Bullying,Vocational
I'm going to make sure you suffer every day.,Bullying,Vocational
You're so pitiful.,Bullying,Vocational
You're just a laughingstock.,Bullying,Vocational
You're a disgrace to your family.,Bullying,Vocational
You're never going to be good enough.,Bullying,Vocational
You're just a burden to your friends.,Bullying,Vocational
I can't believe how stupid you are.,Bullying,Vocational
You're never going to fit in anywhere.,Bullying,Vocational
"You're such a failure, it's comical.",Bullying,Vocational
You're just a waste of air.,Bullying,Vocational
You'll never be as successful as me.,Bullying,Vocational
"You're such a crybaby, it's ridiculous.",Bullying,Vocational
You're so weak and fragile.,Bullying,Vocational
You're just a pathetic excuse for a human being.,Bullying,Vocational
"I demand explicit photos from you right now.""",Bullying,Sexual
"If you don't send me nudes, I'll ruin your life.",Bullying,Sexual
You're asking for it with that outfit.,Bullying,Sexual
You know you want it.,Bullying,Sexual
You should be grateful for the attention.,Bullying,Sexual
I can't help it if I find you irresistible.,Bullying,Sexual
"You're so hot, you're asking for this.",Bullying,Sexual
"No one will believe you if you report me.""",Bullying,Vocational
I'll make sure everyone knows what you did.,Bullying,Vocational
You led me on.,Bullying,Vocational
"You enjoyed it, don't lie.",Bullying,Vocational
You're just a prude.,Bullying,Vocational
You shouldn't have dressed that way.,Bullying,Vocational
I thought you were into it.,Bullying,Vocational
I'm just being friendly.,Bullying,Vocational
You're making a big deal out of nothing.,Bullying,Vocational
You should have expected this online.,Bullying,Vocational
You're just seeking attention.,Bullying,Vocational
I can't believe you're so uptight.,Bullying,Vocational
You're exaggerating what happened.,Bullying,Vocational
You're so sensitive.,Bullying,Vocational
You should have known better.,Bullying,Vocational
I bet you're a freak in private.,Bullying,Vocational
You're just overreacting.,Bullying,Vocational
I'll share your photos if you don't comply.,Bullying,Vocational
You can't blame me for trying.,Bullying,Vocational
You're just a prudish killjoy.,Bullying,Vocational
You must secretly want it.,Bullying,Vocational
You should be flattered by the compliments.,Bullying,Vocational
You're just making a fuss for attention.,Bullying,Vocational
You're too emotional about this.,Bullying,Vocational
You're blowing this out of proportion.,Bullying,Vocational
You're just trying to ruin my fun.,Bullying,Vocational
You're just a frigid ice queen.,Bullying,Vocational
You're such a drama queen.,Bullying,Vocational
You're just uptight and need to loosen up.,Bullying,Vocational
You're so boring.,Bullying,Vocational
You're making this up for sympathy.,Bullying,Vocational
You're just a buzzkill.,Bullying,Vocational
You're too sensitive for the internet.,Bullying,Vocational
You're just a prude who can't take a joke.,Bullying,Vocational
You're too easily offended.,Bullying,Vocational
You're just seeking attention,Bullying,Vocational
"You're a complete failure in everything you do.""",Bullying,Vocational
"Nobody likes you, and you'll always be alone.",Bullying,Vocational
You're the worst person I know.,Bullying,Vocational
Why don't you just disappear from the internet?,Bullying,Vocational
You're such a crybaby; you can't handle anything.,Bullying,Vocational
"You're so useless, it's unbelievable.",Bullying,Vocational
I wish you'd never existed.,Bullying,Vocational
You're an embarrassment to your family.,Bullying,Vocational
Everyone talks about how much they hate you.,Bullying,Vocational
You're just a burden on everyone.,Bullying,Vocational
Nobody wants to be friends with you.,Bullying,Vocational
"You're such a freak, no one can stand you.",Bullying,Vocational
"You're so fat and ugly, it's hilarious.",Bullying,Vocational
Why do you even bother trying?,Bullying,Vocational
You'll never find happiness.,Bullying,Vocational
I'm going to make sure everyone knows how awful you are.,Bullying,Vocational
You're so pathetic; it's sad.,Bullying,Vocational
You bring misery wherever you go.,Bullying,Vocational
You're a stain on humanity.,Bullying,Vocational
You're the last person anyone would want to be around.,Bullying,Vocational
Why don't you do us all a favor and disappear forever?,Bullying,Vocational
You're a complete waste of time.,Bullying,Vocational
You'll never be good enough for anyone.,Bullying,Vocational
You're a constant failure.,Bullying,Vocational
You're so weak; it's laughable.,Bullying,Vocational
You're such a loser; it's unreal.,Bullying,Vocational
Nobody will ever love you.,Bullying,Vocational
"You're unlovable, and you always will be.",Bullying,Vocational
You'll never know true happiness.,Bullying,Vocational
You're a walking joke.,Bullying,Vocational
You're just a nuisance to everyone.,Bullying,Vocational
"The government's mishandling of the economy has left many people struggling to make ends meet.""",Bullying ,Political
"""Political corruption continues to erode trust in our elected officials.""",Bullying ,Political
"""The administration's foreign policy decisions have strained relations with our allies.""",Bullying ,Political
"""The opposition party's divisive rhetoric only serves to further polarize the nation.""",Bullying ,Political
"""The lack of transparency in government actions raises concerns about accountability.""",Bullying ,Political
"""Campaign promises are often empty words used to secure votes, with little follow-through.""",Bullying ,Political
"""Voter suppression tactics undermine the principles of democracy.""",Bullying ,Political
"""The current administration's disregard for environmental regulations puts our planet at risk.""",Bullying ,Political
"""The legislative gridlock in Congress hinders progress on crucial issues.""",Bullying ,Political
"""Political infighting within the party has weakened its ability to govern effectively.""",Bullying ,Political
"The rampant nepotism in government appointments undermines meritocracy.""",Bullying ,Political
"""The increasing polarization in political discourse stifles constructive debate.""",Bullying ,Political
"""Election interference poses a serious threat to the integrity of our democratic process.""",Bullying ,Political
"""Government surveillance programs infringe on citizens' privacy rights.""",Bullying ,Political
"""The excessive influence of money in politics skews policy decisions in favor of the wealthy elite.""",Bullying ,Political
"""Political gerrymandering distorts the representation of voters' interests.""",Bullying ,Political
"""The slow response to addressing pressing social issues highlights political inertia.""",Bullying ,Political
"""The rise of extremist ideologies within political parties fosters division and extremism.""",Bullying ,Political
"""Foreign meddling in domestic politics sows discord and instability.""",Bullying ,Political
"""Lack of investment in education and healthcare reveals misplaced priorities in government spending.""",Bullying ,Political
"The government's failure to address income inequality exacerbates social unrest.""",Bullying ,Political
"""Political scandals have become an all-too-common feature of our political landscape.""",Bullying ,Political
"""Partisan politics often take precedence over the needs of the people.""",Bullying ,Political
"""The erosion of civil liberties in the name of national security is a concerning trend.""",Bullying ,Political
"""Government censorship of the media threatens freedom of the press.""",Bullying ,Political
"""The lack of accountability for police misconduct undermines trust in law enforcement.""",Bullying ,Political
"""Special interest groups wield disproportionate influence over policymaking.""",Bullying ,Political
"""Political leaders' short-term focus on re-election hampers long-term planning.""",Bullying ,Political
"""The erosion of democratic norms and institutions is a grave concern.""",Bullying ,Political
"""The failure to address systemic racism perpetuates injustice in our society.""",Bullying ,Political
"""The government's mismanagement of the healthcare system has left many without access to necessary medical care.""",Bullying ,Political
"""Political polarization has reached a point where compromise and cooperation seem impossible.""",Bullying ,Political
"""Economic policies favoring the wealthy few have widened the income gap to alarming levels.""",Bullying ,Political
"""The erosion of trust in democratic institutions threatens the very foundation of our society.""",Bullying ,Political
"""Government surveillance programs have a chilling effect on freedom of expression.""",Bullying ,Political
"""The lack of transparency in campaign financing allows for the undue influence of wealthy donors.""",Bullying ,Political
"""Political leaders often resort to fear-mongering tactics to gain support.""",Bullying ,Political
"""The politicization of the judiciary undermines the impartiality of the legal system.""",Bullying ,Political
"""Foreign interference in elections undermines the sovereignty of nations.""",Bullying ,Political
"""The inability to pass meaningful gun control legislation contributes to the ongoing gun violence epidemic.""",Bullying ,Political
"Government shutdowns due to political gridlock disrupt the lives of ordinary citizens.""",Bullying ,Political
"""Political favoritism in awarding government contracts breeds corruption.""",Bullying ,Political
"""The use of propaganda and disinformation undermines public trust in the media and institutions.""",Bullying ,Political
"""The lack of comprehensive immigration reform perpetuates a broken immigration system.""",Bullying ,Political
"""The exploitation of divisive social issues for political gain further divides the nation.""",Bullying ,Political
"""The failure to address systemic flaws in the criminal justice system perpetuates injustice.""",Bullying ,Political
"""Political cronyism results in unqualified individuals holding key government positions.""",Bullying ,Political
"""The lack of a coherent and effective response to public health crises endangers lives.""",Bullying ,Political
"""International trade disputes driven by political agendas harm global economies.""",Bullying ,Political
"""The erosion of civil rights in the name of national security sets a dangerous precedent",Bullying ,Political
"The persistent and growing influence of lobbying groups distorts democratic decision-making.""",Bullying ,Political
"""Campaigns marred by mudslinging and character assassination diminish the integrity of the electoral process.""",Bullying ,Political
"""Political leaders often exploit fear and division to maintain their hold on power.""",Bullying ,Political
"""The lack of affordable housing policies exacerbates homelessness and social inequality.""",Bullying ,Political
"""Government inaction on pressing environmental issues jeopardizes the planet's future.""",Bullying ,Political
"""The use of executive orders to bypass legislative processes undermines the separation of powers.""",Bullying ,Political
"""Election fraud allegations without evidence erode trust in the electoral system.""",Bullying ,Political
"""Political apathy and voter disengagement weaken the foundations of democracy.""",Bullying ,Political
"""The overextension of military interventions in foreign affairs leads to global instability.""",Bullying ,Political
"""Government shutdowns as a bargaining tactic harm innocent citizens and disrupt essential services.""",Bullying ,Political
These sentences continue to highlight various negative aspects and concerns related to politics and governance.,Bullying ,Political
"Political inaction on addressing cybersecurity threats leaves our nation vulnerable to cyberattacks.""",Bullying ,Political
"""The lack of term limits for politicians can lead to entrenched, unaccountable leadership.""",Bullying ,Political
"""Government debt continues to rise unchecked, burdening future generations.""",Bullying ,Political
"""The suppression of peaceful protests infringes on the right to free speech and assembly.""",Bullying ,Political
"""The rise of populism in politics often results in simplistic, short-sighted policies.""",Bullying ,Political
"""Political polarization has led to a toxic and unproductive political climate.""",Bullying ,Political
"""The influence of dark money in politics hides the true motivations of donors.""",Bullying ,Political
"""Failure to address the opioid epidemic demonstrates a lack of commitment to public health.""",Bullying ,Political
"""The erosion of diplomatic relations with key allies damages our global standing.""",Bullying ,Political
"""Political cronyism in awarding government contracts wastes taxpayer dollars.""",Bullying ,Political
"The toxic work environment at that company led to high employee turnover.""",Bullying ,Vocational
"""Despite years of dedication, she was repeatedly passed over for promotions.""",Bullying ,Vocational
"""His chosen profession requires long hours and constant stress, affecting his health negatively.""",Not-Bullying,
"""The lack of job security in the gig economy leaves workers vulnerable.""",Not-Bullying,
"""The cutthroat competition in the industry makes it difficult to maintain a healthy work-life balance.""",Not-Bullying,
"""The job market in that field is oversaturated, making it hard to find employment.""",Not-Bullying,
"""The absence of benefits like healthcare and retirement plans is a drawback of freelance work.""",Not-Bullying,
"""Many find it challenging to find meaningful work in a stagnant economy.""",Not-Bullying,
"""The demands of the job frequently lead to burnout and mental health issues.""",Bullying ,Vocational
"""In some professions, gender and racial biases continue to hinder career advancement.""",Bullying ,Vocational
"The demanding workload and unrealistic expectations from management result in chronic stress among employees.""",Bullying ,Vocational
"""Job insecurity has led to a lack of job satisfaction and a constant fear of layoffs.""",Bullying ,Vocational
"""The constant need to upskill and stay competitive in the job market adds pressure to professionals.""",Bullying ,Vocational
"""The corporate culture prioritizes profit over the well-being of its employees, leading to a toxic atmosphere.""",Bullying ,Vocational
"""The lack of work-life balance in some industries can strain personal relationships and lead to burnout.""",Bullying ,Vocational
"""The prevalence of unpaid internships exploits young professionals seeking experience.""",Bullying ,Vocational
"""Discrimination and harassment in the workplace create hostile environments for marginalized employees.""",Bullying ,Vocational
"""The excessive bureaucracy and red tape in some organizations hinder efficiency and innovation.""",Bullying ,Vocational
"""The overreliance on contract and gig workers results in limited job security and benefits.""",Bullying ,Vocational
"Your TikToks are like a burst of sunshine on my feed!""",Not-Bullying,
"""I love the positive energy you bring to TikTok. Keep it up!""",Not-Bullying,
"""Your videos are proof that small moments can be incredibly special.""",Not-Bullying,
"""You have a special talent for connecting with your audience. It feels like we're all friends.""",Not-Bullying,
"""Thank you for sharing your passion and joy with us. It's truly inspiring.""",Not-Bullying,
"""Your TikToks never fail to put a smile on my face.""",Not-Bullying,
"""Your enthusiasm is so refreshing. You make TikTok a better place.""",Not-Bullying,
"""You have a way of making even the most mundane tasks look fun!""",Not-Bullying,
"""Your positivity is a bright light in a sometimes chaotic online world.""",Not-Bullying,
"""You're a role model for spreading kindness and happiness on TikTok.""",Not-Bullying,
"""Your content is like a daily dose of motivation and positivity.""",Not-Bullying,
"""Your videos are a delightful escape from the daily grind.""",Not-Bullying,
"""I love how you find beauty in the simplest moments. It's inspiring.""",Not-Bullying,
"""Your TikTok account is a treasure trove of inspiration. Thank you!""",Not-Bullying,
"""You're proof that TikTok can be a platform for creativity and positivity.""",Not-Bullying,
"""Your TikToks are like a burst of joy in my day!""",Not-Bullying,
"""Your videos are a reminder to appreciate the beauty in everyday life.""",Not-Bullying,
"""Your creativity knows no limits. Keep blessing us with your talent!""",Not-Bullying,
"""Your energy is infectious, and it's impossible not to feel happy watching your videos.""",Not-Bullying,
"""You have a unique style that sets you apart. Keep being yourself!""",Not-Bullying,
"""I'm so glad I found your TikTok. Your positivity is a breath of fresh air.""",Not-Bullying,
"""You have a way of making even the most mundane tasks look exciting!""",Not-Bullying,
"""Your authenticity shines through, and it's what makes your content so special.""",Not-Bullying,
"""Your content is like a little daily dose of happiness.""",Not-Bullying,
"""You bring a sense of community and connection to TikTok. Thank you for that!""",Not-Bullying,
"""Your videos are a source of inspiration. Keep spreading the love!""",Not-Bullying,
"""Your passion for what you do is evident in every video. It's truly inspiring.""",Not-Bullying,
"""I look forward to your TikToks because they always make me smile.""",Not-Bullying,
"""You have a talent for turning ordinary moments into extraordinary ones.""",Not-Bullying,
"""Your TikTok account is a ray of sunshine in my TikTok feed. Keep shining!""",Not-Bullying,
"Your creativity knows no limits. Keep blessing us with your talent!""",Not-Bullying,
"Political leaders often prioritize their own interests over the needs of the citizens they serve.""",Bullying ,Political
"""The influence of money in politics distorts the democratic process and favors the wealthy elite.""",Bullying ,Political
"""Government officials engaging in nepotism and cronyism erode public trust in the system.""",Bullying ,Political
"""The partisan bickering in Congress hampers progress on important legislation.""",Bullying ,Political
"""Campaign promises are often forgotten once politicians are in office, leaving voters disillusioned.""",Bullying ,Political
"""Political polarization and extremism are tearing the country apart, making compromise nearly impossible.""",Bullying ,Political
"""The suppression of voting rights in some states undermines the principles of democracy.""",Bullying ,Political
"""Government corruption and bribery scandals tarnish the reputation of elected officials.""",Bullying ,Political
"""The lack of transparency in political decision-making fuels conspiracy theories and mistrust.""",Bullying ,Political
"""Foreign interference in elections undermines the integrity of the democratic process.",Bullying ,Political
"Election fraud allegations without credible evidence undermine faith in the electoral system.""",Bullying ,Political
"""The erosion of civil liberties in the name of national security sets a dangerous precedent.""",Bullying ,Political
"""The use of divisive rhetoric by politicians deepens social divisions and animosities.""",Bullying ,Political
"""Campaign smear tactics and negative advertising contribute to public disillusionment.""",Bullying ,Political
"""The lack of accountability for police misconduct fuels public outrage and protests.""",Bullying ,Political
"""Partisan gerrymandering distorts the fairness of electoral districts.""",Bullying ,Political
"""Lobbying by special interest groups often results in policies that prioritize profits over people.""",Bullying ,Political
"""Political leaders exploiting fear and misinformation for their own gain jeopardize the nation's well-being.""",Bullying ,Political
"""The inability of lawmakers to pass comprehensive immigration reform perpetuates a broken system.""",Bullying ,Political
"""Government officials often prioritize short-term political gains over long-term policy solutions.""",Bullying ,Political
"""The use of executive orders to bypass legislative processes undermines checks and balances.""",Bullying ,Political
